model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1.25714	-0.33222697	1.22	1	0.61834667	0.55403021	0.097672921	0.17479126	3.8801971	0.97250582	-0.65927889	-1.07628	-0.90025017	0.039777031	0.15916802	0.11349373	0.048313614	0.39517189	1.5966196	1.8479892	-5.1437376	R0:N6:S0:1	e569cda	 2.67e-02	 2.50e-06	 3.23e-06	2022-03-21@18:29
1D_2_4b	4	1.2571389	-0.33222277	1.22	1	0.61834843	0.55402852	0.097672863	0.17479219	3.8801968	0.97250551	-0.65927869	-1.0762827	-0.90025075	0.039777013	0.1591688	0.113494	0.048313738	0.39517161	1.5966178	1.8479898	-5.1437219	R0:N6:S0:1	e569cda	 2.67e-02	 0.00e+00	 4.02e-07	2022-03-21@18:29
1D_2_4b	4	1.1994331	-0.32564267	1.2	1	0.6164949	0.5509895	0.096793478	0.18653872	3.876659	0.96840115	-0.65684836	-1.1052828	-0.91009354	0.039497863	0.16871709	0.1168134	0.049795849	0.39174205	1.5714148	1.8592505	-5.0850297	R0:N6:S0:1	e569cda	 2.79e-02	 2.17e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	1.1998161	-0.32582777	1.2	1	0.61653174	0.55106681	0.096797736	0.18648517	3.8766805	0.96841719	-0.65685942	-1.1051632	-0.91004995	0.03949924	0.16867292	0.11679344	0.049790753	0.39175486	1.5714985	1.8591978	-5.0857869	R0:N6:S0:1	e569cda	 2.79e-02	 3.86e-05	 1.57e-05	2022-03-21@18:29
1D_2_4b	4	1.1998932	-0.32582381	1.2	1	0.61653029	0.55106718	0.096798191	0.18646973	3.8766873	0.96842149	-0.65686298	-1.1051255	-0.91002937	0.039499373	0.16866038	0.11678717	0.049788567	0.39175981	1.5715276	1.8591899	-5.085756	R0:N6:S0:1	e569cda	 2.79e-02	 1.78e-06	 1.77e-06	2022-03-21@18:29
1D_2_4b	4	1.199894	-0.32582344	1.2	1	0.61652692	0.55106641	0.096798135	0.18646779	3.8766883	0.96842195	-0.65686349	-1.1051201	-0.91002593	0.039499352	0.16865878	0.11678625	0.049788206	0.39176058	1.5715314	1.8591901	-5.08575	R0:N6:S0:1	e569cda	 2.79e-02	 5.56e-07	 3.81e-07	2022-03-21@18:29
1D_2_4b	4	1.1424042	-0.32041903	1.18	1	0.61480485	0.54833128	0.095885439	0.19946721	3.87254	0.96399641	-0.65414946	-1.1357263	-0.92162061	0.039209171	0.1790599	0.1206576	0.051412481	0.38798612	1.5445648	1.8709747	-5.0328137	R0:N6:S0:1	e569cda	 2.88e-02	 7.39e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	1.1438719	-0.3202958	1.18	1	0.61492259	0.54836345	0.095898138	0.19922871	3.8726369	0.96406718	-0.65420149	-1.1352016	-0.9213461	0.03921315	0.17887033	0.12056757	0.051383426	0.38805432	1.5450029	1.870791	-5.0322073	R0:N6:S0:1	e569cda	 2.89e-02	 4.62e-05	 3.05e-05	2022-03-21@18:29
1D_2_4b	4	1.1438756	-0.32022276	1.18	1	0.61489245	0.5483157	0.095895736	0.19920556	3.8726538	0.9640703	-0.6542085	-1.1351413	-0.92128157	0.039212304	0.178852	0.12055243	0.05137832	0.38806493	1.5450452	1.8708088	-5.0318455	R0:N6:S0:1	e569cda	 2.89e-02	 2.80e-05	 7.19e-06	2022-03-21@18:29
1D_2_4b	4	1.1439309	-0.32023079	1.18	1	0.61488799	0.54831828	0.095896052	0.19919124	3.8726607	0.96407405	-0.65421186	-1.1351074	-0.92126181	0.039212394	0.17884046	0.12054621	0.051376319	0.38806946	1.5450702	1.8708029	-5.0318629	R0:N6:S0:1	e569cda	 2.89e-02	 1.99e-06	 1.73e-06	2022-03-21@18:29
1D_2_4b	4	1.1439317	-0.32023093	1.18	1	0.61488411	0.548318	0.095896028	0.19918901	3.8726617	0.96407462	-0.65421242	-1.1351015	-0.92125838	0.039212383	0.17883866	0.12054525	0.05137593	0.3880703	1.5450745	1.8708029	-5.0318586	R0:N6:S0:1	e569cda	 2.89e-02	 5.16e-07	 4.36e-07	2022-03-21@18:29
1D_2_4b	4	1.0892521	-0.31544582	1.16	1	0.61341997	0.54578442	0.094963135	0.21304456	3.8680648	0.95944533	-0.65130649	-1.1662109	-0.93405464	0.038914883	0.18973763	0.12481394	0.053079929	0.38408952	1.517239	1.8828245	-4.9820962	R0:N6:S0:1	e569cda	 2.96e-02	 5.94e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	1.0903799	-0.3150839	1.16	1	0.61348378	0.54572845	0.094972643	0.2128298	3.8681518	0.9595092	-0.65135426	-1.1657502	-0.93378623	0.038917815	0.18957128	0.12473353	0.053051907	0.38415415	1.5176508	1.8826795	-4.9804783	R0:N6:S0:1	e569cda	 2.96e-02	 6.27e-05	 4.13e-05	2022-03-21@18:29
1D_2_4b	4	1.0903124	-0.3150009	1.16	1	0.61345034	0.54567235	0.094969463	0.21281897	3.8681639	0.95950856	-0.65135873	-1.1657182	-0.93373331	0.038916716	0.18956304	0.12472286	0.053048198	0.38416136	1.5176717	1.882708	-4.9800802	R0:N6:S0:1	e569cda	 2.96e-02	 3.43e-05	 7.91e-06	2022-03-21@18:29
1D_2_4b	4	1.0903795	-0.31501373	1.16	1	0.61345014	0.54567773	0.094970005	0.21280304	3.8681714	0.95951276	-0.65136236	-1.1656835	-0.9337129	0.038916881	0.18955041	0.12471599	0.053046201	0.384166	1.5176975	1.8826996	-4.9801203	R0:N6:S0:1	e569cda	 2.96e-02	 2.02e-06	 1.87e-06	2022-03-21@18:29
1D_2_4b	4	1.0903805	-0.31501357	1.16	1	0.61344623	0.54567749	0.094969996	0.21280068	3.8681726	0.95951338	-0.65136295	-1.1656774	-0.93370943	0.038916875	0.18954853	0.12471501	0.053045802	0.38416686	1.517702	1.8826995	-4.9801147	R0:N6:S0:1	e569cda	 2.96e-02	 6.15e-07	 4.47e-07	2022-03-21@18:29
1D_2_4b	4	1.0392416	-0.31017024	1.14	1	0.61221236	0.54314419	0.094019124	0.22731718	3.8632051	0.95473888	-0.64831324	-1.1967383	-0.94737923	0.038612375	0.20076408	0.12930452	0.054792536	0.38005877	1.4895161	1.8948354	-4.9305134	R0:N6:S0:1	e569cda	 3.01e-02	 3.06e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	1.0397535	-0.30984957	1.14	1	0.61224827	0.54305414	0.094021938	0.22720948	3.8632524	0.95476906	-0.64833834	-1.1965183	-0.94721637	0.038613176	0.20068346	0.12926093	0.05477733	0.3800932	1.4897267	1.89478	-4.9291159	R0:N6:S0:1	e569cda	 3.01e-02	 2.69e-05	 2.98e-05	2022-03-21@18:29
1D_2_4b	4	1.0397486	-0.30980766	1.14	1	0.61223444	0.54302362	0.094020369	0.22719718	3.8632625	0.95477016	-0.64834231	-1.1964892	-0.94717758	0.038612623	0.20067415	0.12925193	0.054774567	0.38009886	1.4897472	1.8947927	-4.9289096	R0:N6:S0:1	e569cda	 3.01e-02	 4.43e-06	 4.25e-06	2022-03-21@18:29
1D_2_4b	4	1.0397503	-0.30981215	1.14	1	0.61222718	0.54302526	0.094020421	0.22719275	3.8632645	0.95477137	-0.64834338	-1.1964782	-0.94717206	0.038612636	0.20067063	0.12925017	0.054773886	0.38010036	1.489755	1.894792	-4.9289195	R0:N6:S0:1	e569cda	 3.01e-02	 6.81e-07	 9.36e-07	2022-03-21@18:29
1D_2_4b	4	0.99204074	-0.30462772	1.12	1	0.61122491	0.54036177	0.09304846	0.24233064	3.8579455	0.94986192	-0.64516313	-1.227345	-0.9615792	0.038299863	0.21214796	0.13413806	0.056549963	0.37589126	1.4614042	1.9070074	-4.878249	R0:N6:S0:1	e569cda	 3.06e-02	 1.14e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.99182029	-0.30458675	1.12	1	0.61122143	0.54032107	0.093044605	0.24238205	3.8579267	0.94984562	-0.64515275	-1.2274457	-0.96161911	0.0382986	0.21218737	0.13415524	0.056555096	0.37587855	1.4613207	1.9070525	-4.878101	R0:N6:S0:1	e569cda	 3.06e-02	 1.16e-05	 7.46e-06	2022-03-21@18:29
1D_2_4b	4	0.99182157	-0.30460682	1.12	1	0.6112262	0.54033156	0.093045004	0.2423858	3.8579241	0.94984506	-0.64515156	-1.2274546	-0.96163008	0.038298743	0.21219008	0.13415756	0.05655596	0.37587679	1.461313	1.9070493	-4.878194	R0:N6:S0:1	e569cda	 3.06e-02	 9.61e-07	 1.72e-06	2022-03-21@18:29
1D_2_4b	4	0.9465941	-0.29939624	1.1	1	0.61045188	0.53759681	0.092045313	0.25834754	3.8521575	0.94474749	-0.64179631	-1.2584633	-0.97701817	0.037975524	0.22405092	0.13942525	0.058382368	0.37151549	1.432547	1.9193894	-4.8279189	R0:N6:S0:1	e569cda	 3.10e-02	 2.11e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.94622898	-0.29960767	1.1	1	0.61045779	0.53762084	0.092039909	0.25844384	3.8521247	0.94471571	-0.64177554	-1.2586509	-0.9771198	0.037973795	0.22412051	0.1394551	0.058394525	0.37148714	1.4323566	1.9194574	-4.8288587	R0:N6:S0:1	e569cda	 3.10e-02	 8.24e-05	 2.40e-05	2022-03-21@18:29
1D_2_4b	4	0.94637844	-0.29966031	1.1	1	0.61048616	0.53765584	0.092042601	0.25842025	3.8521335	0.94472312	-0.64177959	-1.258615	-0.97710879	0.037974698	0.22410266	0.1394469	0.058393335	0.37149102	1.4323853	1.919426	-4.8290927	R0:N6:S0:1	e569cda	 3.10e-02	 6.20e-06	 5.36e-06	2022-03-21@18:29
1D_2_4b	4	0.9463768	-0.29964932	1.1	1	0.61048578	0.53765037	0.092042402	0.25841988	3.852134	0.94472304	-0.64177981	-1.2586141	-0.97710543	0.037974629	0.2241025	0.13944643	0.058393129	0.3714914	1.4323868	1.9194277	-4.829045	R0:N6:S0:1	e569cda	 3.10e-02	 0.00e+00	 9.06e-07	2022-03-21@18:29
1D_2_4b	4	0.90341601	-0.29494059	1.08	1	0.609999	0.53498106	0.09101409	0.27524702	3.8459114	0.9394208	-0.63824056	-1.2897864	-0.99350506	0.037640563	0.23633756	0.14509443	0.06027377	0.36696791	1.4031663	1.931839	-4.7814449	R0:N6:S0:1	e569cda	 3.13e-02	 1.81e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.9031983	-0.29522196	1.08	1	0.60999772	0.53504521	0.091011199	0.27530248	3.8458965	0.93940052	-0.63822818	-1.2898911	-0.99357244	0.037639653	0.23637451	0.14510816	0.060281885	0.36694948	1.4030328	1.9318775	-4.782649	R0:N6:S0:1	e569cda	 3.13e-02	 4.95e-05	 2.64e-05	2022-03-21@18:29
1D_2_4b	4	0.90328435	-0.29525944	1.08	1	0.61000954	0.53507442	0.091013302	0.27528729	3.8459007	0.939406	-0.6382305	-1.2898676	-0.9935719	0.037640367	0.23636307	0.14510423	0.060281258	0.36695176	1.4030521	1.9318547	-4.7828138	R0:N6:S0:1	e569cda	 3.13e-02	 4.09e-06	 4.08e-06	2022-03-21@18:29
1D_2_4b	4	0.90328339	-0.29525236	1.08	1	0.61001108	0.53507074	0.091013166	0.27528807	3.8459006	0.93940567	-0.6382304	-1.2898694	-0.99357093	0.03764032	0.23636375	0.14510432	0.060281279	0.36695167	1.4030514	1.9318558	-4.7827851	R0:N6:S0:1	e569cda	 3.13e-02	 1.33e-07	 6.25e-07	2022-03-21@18:29
1D_2_4b	4	0.86254141	-0.29141578	1.06	1	0.60980354	0.53259227	0.089958844	0.29293154	3.8392517	0.93390838	-0.63451759	-1.3210516	-1.0109153	0.037296107	0.24889456	0.15109871	0.062208671	0.36228203	1.3734902	1.944241	-4.7393908	R0:N6:S0:1	e569cda	 3.14e-02	 2.41e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.86297831	-0.29159728	1.06	1	0.60987068	0.53266106	0.089964131	0.29280863	3.8393211	0.93393515	-0.63454366	-1.320868	-1.0107635	0.037297825	0.24880509	0.15103634	0.062198521	0.36230837	1.3736106	1.9441703	-4.7401179	R0:N6:S0:1	e569cda	 3.14e-02	 2.86e-05	 1.73e-05	2022-03-21@18:29
1D_2_4b	4	0.86303295	-0.29158683	1.06	1	0.60985774	0.53265712	0.089964602	0.29277955	3.8393359	0.93394227	-0.6345506	-1.3208145	-1.0107221	0.037297955	0.2487843	0.15102324	0.062194815	0.36231681	1.3736531	1.9441639	-4.7400407	R0:N6:S0:1	e569cda	 3.14e-02	 2.93e-06	 3.08e-06	2022-03-21@18:29
1D_2_4b	4	0.86303418	-0.29158644	1.06	1	0.60985211	0.53265618	0.089964565	0.29277504	3.8393383	0.93394332	-0.63455177	-1.3208052	-1.0107151	0.037297937	0.24878101	0.15102114	0.062194139	0.36231828	1.3736598	1.9441645	-4.7400304	R0:N6:S0:1	e569cda	 3.14e-02	 7.56e-07	 7.13e-07	2022-03-21@18:29
1D_2_4b	4	0.82563058	-0.28865018	1.04	1	0.61000524	0.53040647	0.088899907	0.31074718	3.832524	0.92836442	-0.63077396	-1.3512009	-1.0283265	0.036948359	0.26123246	0.15712269	0.064115111	0.3576287	1.3444294	1.9562518	-4.7007137	R0:N6:S0:1	e569cda	 3.14e-02	 2.56e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.82614047	-0.28863341	1.04	1	0.61005416	0.53042279	0.088906546	0.31058275	3.8326071	0.92840506	-0.63080975	-1.3509509	-1.0281185	0.036950496	0.26111867	0.15704839	0.064099004	0.35766851	1.3446368	1.956167	-4.7005739	R0:N6:S0:1	e569cda	 3.14e-02	 1.92e-05	 1.33e-05	2022-03-21@18:29
1D_2_4b	4	0.82614234	-0.28860776	1.04	1	0.61003386	0.53040277	0.088905737	0.31056275	3.8326198	0.92840875	-0.63081541	-1.3509121	-1.0280772	0.036950187	0.26110485	0.15703744	0.064095711	0.35767546	1.3446664	1.9561752	-4.700427	R0:N6:S0:1	e569cda	 3.14e-02	 3.72e-06	 3.57e-06	2022-03-21@18:29
1D_2_4b	4	0.82614367	-0.28860814	1.04	1	0.61002656	0.53040306	0.088905777	0.31055744	3.8326223	0.92841012	-0.63081673	-1.3509011	-1.0280703	0.036950196	0.26110102	0.15703525	0.064094956	0.35767712	1.3446744	1.9561753	-4.7004185	R0:N6:S0:1	e569cda	 3.14e-02	 6.50e-07	 9.13e-07	2022-03-21@18:29
1D_2_4b	4	0.7926111	-0.28631965	1.02	1	0.61053461	0.52831228	0.087842174	0.32843043	3.8258763	0.92284665	-0.62707002	-1.3799146	-1.0453363	0.036598703	0.27317097	0.16303406	0.065964001	0.35307532	1.3163218	1.9677899	-4.6638654	R0:N6:S0:1	e569cda	 3.12e-02	 2.36e-04	 1.00e+06	2022-03-21@18:29
1D_2_4b	4	0.79306283	-0.28618887	1.02	1	0.61056669	0.52830254	0.087849051	0.3282778	3.8259461	0.92288806	-0.62710313	-1.3796869	-1.0451515	0.03660094	0.27306974	0.16297198	0.065948452	0.3531136	1.3165361	1.9677083	-4.6632508	R0:N6:S0:1	e569cda	 3.13e-02	 5.05e-05	 1.84e-05	2022-03-21@18:29
1D_2_4b	4	0.79297585	-0.28615737	1.02	1	0.61053701	0.52827505	0.087846925	0.32828689	3.825944	0.92288458	-0.62710269	-1.379691	-1.0451446	0.036600198	0.27307611	0.1629742	0.065947791	0.35311384	1.3165315	1.9677329	-4.6630892	R0:N6:S0:1	e569cda	 3.13e-02	 1.76e-05	 4.21e-06	2022-03-21@18:29
1D_2_4b	4	0.79300956	-0.28616564	1.02	1	0.61053978	0.52828053	0.0878475	0.32827522	3.8259499	0.92288745	-0.62710511	-1.379674	-1.0451319	0.036600389	0.27306801	0.16296894	0.065946807	0.35311638	1.316544	1.9677263	-4.6631193	R0:N6:S0:1	e569cda	 3.13e-02	 8.32e-07	 1.14e-06	2022-03-21@18:29
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	e569cda	 4.21e-04	 3.08e-01	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.4026358	-1.4026358	2	1	0.6643928	0.6643928	0.10363093	0.09504577	3.9049542	1	-0.67616856	-0.83386399	-0.83386399	0.041649214	0.090301982	0.090301982	0.03770747	0.41953765	1.7729236	1.7729236	-10.97523	R0:N6:S0:1	e569cda	 3.90e-04	 3.53e-02	 1.50e-02	2022-03-22@20:19
1D_2_4b	4	1.3527326	-1.3527326	2	1	0.66500694	0.66500695	0.1046148	0.099692646	3.9003074	1	-0.6745901	-0.85178807	-0.85178808	0.041974822	0.094504893	0.094504894	0.039014798	0.41673423	1.7655009	1.7655009	-10.786367	R0:N6:S0:1	e569cda	 4.18e-04	 1.21e-02	 1.48e-03	2022-03-22@20:19
1D_2_4b	4	1.3356145	-1.3356145	2	1	0.66396719	0.66396741	0.10485268	0.10093489	3.8990651	1	-0.67417098	-0.85636355	-0.85636371	0.042053382	0.095626759	0.095626793	0.039337959	0.4160313	1.7637157	1.7637155	-10.719553	R0:N6:S0:1	e569cda	 4.26e-04	 3.39e-03	 3.92e-04	2022-03-22@20:19
1D_2_4b	4	1.3308344	-1.3308341	2	1	0.66364666	0.66364662	0.10491711	0.10127729	3.8987227	1	-0.6740556	-0.8576134	-0.85761341	0.042074652	0.095935822	0.095935826	0.039425812	0.41583982	1.7632328	1.7632327	-10.700849	R0:N6:S0:1	e569cda	 4.29e-04	 9.24e-04	 1.08e-04	2022-03-22@20:19
1D_2_4b	4	1.3295298	-1.3295299	2	1	0.6635595	0.66355914	0.10493475	0.10137128	3.8986288	0.99999997	-0.67402394	-0.85795599	-0.8579557	0.042080472	0.09602065	0.096020589	0.039449882	0.41578736	1.7631004	1.7631007	-10.695746	R0:N6:S0:1	e569cda	 4.30e-04	 2.55e-04	 2.96e-05	2022-03-22@20:19
1D_2_4b	4	1.3291699	-1.3291704	2	1	0.66353497	0.66353493	0.1049396	0.10139711	3.8986029	0.99999998	-0.67401523	-0.85805004	-0.85804992	0.042082075	0.096043963	0.096043935	0.039456494	0.41577295	1.7630642	1.7630643	-10.694339	R0:N6:S0:1	e569cda	 4.30e-04	 7.02e-05	 8.15e-06	2022-03-22@20:19
1D_2_4b	4	1.329071	-1.3290711	2	1	0.66352827	0.66352821	0.10494094	0.10140423	3.8985958	0.99999999	-0.67401283	-0.85807595	-0.85807588	0.042082517	0.096050384	0.096050369	0.039458316	0.41576897	1.7630542	1.7630543	-10.693951	R0:N6:S0:1	e569cda	 4.30e-04	 1.97e-06	 2.24e-06	2022-03-22@20:19
1D_2_4b	4	1.3290702	-1.3290703	2	1	0.6635309	0.66353093	0.1049412	0.10140526	3.8985947	1	-0.67401247	-0.85808006	-0.85808006	0.042082602	0.096051308	0.096051308	0.039458642	0.4157683	1.7630523	1.7630523	-10.693952	R0:N6:S0:1	e569cda	 4.30e-04	 0.00e+00	 4.01e-07	2022-03-22@20:19
1D_2_4b	4	1.3290702	-1.3290703	1.95	1	0.6635309	0.66353093	0.10380784	0.1037608	3.9008423	0.99769845	-0.67399395	-0.86701305	-0.84945571	0.041719305	0.098109051	0.094081288	0.039477714	0.41572435	1.7519112	1.7739679	-10.594068	R0:N6:S0:1	e569cda	 4.33e-04	 2.94e-02	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.3701096	-1.2870963	1.95	1	0.66395427	0.66298345	0.10470734	0.10190588	3.8990465	0.99952383	-0.67400432	-0.86002187	-0.85630427	0.042007672	0.096491648	0.095654804	0.039464431	0.4157552	1.7607627	1.7652809	-10.42605	R0:N6:S0:1	e569cda	 4.38e-04	 9.28e-03	 1.18e-03	2022-03-22@20:19
1D_2_4b	4	1.3829976	-1.2737649	1.95	1	0.66433253	0.66246633	0.10496728	0.10137583	3.8985269	1.0000486	-0.67400628	-0.85803432	-0.85824245	0.042090729	0.096029556	0.096107959	0.039461675	0.41576067	1.7633165	1.7627632	-10.372645	R0:N6:S0:1	e569cda	 4.39e-04	 2.72e-03	 3.41e-04	2022-03-22@20:19
1D_2_4b	4	1.386708	-1.2697859	1.95	1	0.66444518	0.66229655	0.10504366	0.10122711	3.8983712	1.0002008	-0.67400519	-0.85747576	-0.85882031	0.042115123	0.095899993	0.096243724	0.039462175	0.41575933	1.7640505	1.7620254	-10.356708	R0:N6:S0:1	e569cda	 4.40e-04	 7.87e-04	 9.94e-05	2022-03-22@20:19
1D_2_4b	4	1.3877488	-1.2686062	1.95	1	0.66447478	0.66224474	0.1050661	0.10118617	3.8983242	1.0002448	-0.67400419	-0.85732163	-0.85899448	0.042122293	0.095864389	0.096284776	0.039462832	0.41575782	1.7642598	1.7618094	-10.351985	R0:N6:S0:1	e569cda	 4.40e-04	 2.29e-04	 2.89e-05	2022-03-22@20:19
1D_2_4b	4	1.388018	-1.2682364	1.95	1	0.6644782	0.66222536	0.10507276	0.10117553	3.8983094	1.0002575	-0.6740035	-0.85728104	-0.85904885	0.042124421	0.095855181	0.096297732	0.039463269	0.41575681	1.7643191	1.7617458	-10.350502	R0:N6:S0:1	e569cda	 4.40e-04	 7.13e-05	 8.45e-06	2022-03-22@20:19
1D_2_4b	4	1.388116	-1.2681332	1.95	1	0.66448336	0.66222164	0.10507481	0.10117222	3.898305	1.0002614	-0.67400332	-0.8572688	-0.85906525	0.042125078	0.09585231	0.096301577	0.03946343	0.41575646	1.7643368	1.7617262	-10.350091	R0:N6:S0:1	e569cda	 4.40e-04	 1.71e-05	 2.55e-06	2022-03-22@20:19
1D_2_4b	4	1.3881428	-1.268112	1.95	1	0.66448504	0.66222222	0.10507536	0.10117136	3.8983039	1.0002624	-0.67400326	-0.85726566	-0.8590697	0.042125255	0.095851559	0.096302587	0.039463488	0.41575635	1.7643413	1.7617209	-10.350008	R0:N6:S0:1	e569cda	 4.40e-04	 6.76e-07	 6.64e-07	2022-03-22@20:19
1D_2_4b	4	1.4472163	-1.2071532	1.9	1	0.66543695	0.66091464	0.10521055	0.1009396	3.8980096	1.0005254	-0.67399314	-0.856458	-0.86007009	0.042168212	0.095653616	0.096556726	0.03946919	0.41574249	1.7656283	1.7603814	-10.006063	R0:N6:S0:1	e569cda	 4.72e-04	 1.09e-03	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.4457835	-1.2055673	1.9	1	0.66514349	0.66057147	0.1052114	0.10097105	3.8979791	1.0005249	-0.67398343	-0.8565458	-0.86014869	0.042168466	0.095682394	0.096584432	0.039472296	0.41573311	1.7656212	1.760376	-9.9994797	R0:N6:S0:1	e569cda	 4.72e-04	 1.38e-04	 2.95e-05	2022-03-22@20:19
1D_2_4b	4	1.4455729	-1.205392	1.9	1	0.66512229	0.66055397	0.10521325	0.10098308	3.8979678	1.0005245	-0.67397953	-0.85658882	-0.86018866	0.042169076	0.095693258	0.096594601	0.039475129	0.41572686	1.765604	1.7603627	-9.9987846	R0:N6:S0:1	e569cda	 4.72e-04	 3.78e-05	 3.91e-06	2022-03-22@20:19
1D_2_4b	4	1.445542	-1.2053234	1.9	1	0.66512089	0.66054715	0.10521407	0.100986	3.8979641	1.000525	-0.67397841	-0.85659956	-0.86020202	0.042169344	0.095695919	0.096597972	0.039475966	0.41572502	1.7656016	1.760356	-9.998513	R0:N6:S0:1	e569cda	 4.72e-04	 8.57e-07	 1.27e-06	2022-03-22@20:19
1D_2_4b	4	1.5012652	-1.1407041	1.85	1	0.66544339	0.65850865	0.10535805	0.10085091	3.8975725	1.0007883	-0.67393714	-0.85608918	-0.86148573	0.042215101	0.095586028	0.096939929	0.039496659	0.41567308	1.7668332	1.7589512	-9.6394743	R0:N6:S0:1	e569cda	 5.30e-04	 1.55e-04	 1.00e+06	2022-03-22@20:19
1D_2_4b	4	1.5010083	-1.140543	1.85	1	0.66541359	0.65845649	0.10535641	0.10086038	3.8975712	1.0007842	-0.67393542	-0.85612182	-0.86148491	0.042214577	0.095594557	0.096941199	0.039497423	0.41567109	1.7668113	1.7589674	-9.638802	R0:N6:S0:1	e569cda	 5.30e-04	 2.26e-06	 4.66e-06	2022-03-22@20:19
1D_2_4b	4	1.5010067	-1.1405438	1.85	1	0.6654177	0.65845581	0.10535633	0.1008615	3.897571	1.0007837	-0.6739352	-0.85612643	-0.8614855	0.042214553	0.095595562	0.096941364	0.039497627	0.41567067	1.766808	1.7589684	-9.6388081	R0:N6:S0:1	e569cda	 5.30e-04	 0.00e+00	 4.70e-07	2022-03-22@20:19
model	U	eb1_1	eb2_1	mu	t	tb1_1	tb2_1	ave_U_1	ave_eb1_1	ave_eb2_1	ave_mu_1	ave_t_1	ave_tb1_1	ave_tb2_1	var_U_1	var_eb1_1	var_eb2_1	var_mu_1	var_t_1	var_tb1_1	var_tb2_1	E0_1	sector_1	githash	version	distance	diff_param	diff_hybrid	time
1D_2_4b	4	1	-1	2	1	0.5	0.5	0.096246433	0.072538438	3.9274616	1	-0.68403962	-0.72257031	-0.72257031	0.039177113	0.069788304	0.069788304	0.028690059	0.43790431	1.8294373	1.8294373	-9.1756012	R0:N6:S0:1	b236446	v1.0.0	 9.20e-05	 1.69e-01	 1.00e+06	2022-04-21@10:55
1D_2_4b	4	1.2125474	-1.2125474	2	1	0.61060447	0.61060446	0.10243206	0.093366224	3.9066338	1	-0.67685973	-0.82180333	-0.82180333	0.041247871	0.088826302	0.088826302	0.036376379	0.42197558	1.78227	1.78227	-10.161624	R0:N6:S0:1	b236446	v1.0.0	 1.02e-04	 2.98e-02	 2.57e-02	2022-04-21@10:55
1D_2_4b	4	1.1704403	-1.1704406	2	1	0.61222833	0.61222839	0.10340343	0.098134646	3.9018654	1	-0.6752598	-0.84006487	-0.84006486	0.041569963	0.093155378	0.093155376	0.037671798	0.41917518	1.7750865	1.7750865	-10.003956	R0:N6:S0:1	b236446	v1.0.0	 1.14e-04	 1.33e-02	 5.84e-03	2022-04-21@10:55
1D_2_4b	4	1.1516787	-1.1516794	2	1	0.61036696	0.61036717	0.10360815	0.099379391	3.9006206	1	-0.67485012	-0.84443864	-0.84443868	0.041637605	0.094286017	0.094286022	0.037958384	0.41853452	1.77362	1.77362	-9.9294816	R0:N6:S0:1	b236446	v1.0.0	 1.18e-04	 4.10e-03	 1.66e-03	2022-04-21@10:55
1D_2_4b	4	1.1459171	-1.1459183	2	1	0.60966477	0.6096651	0.10365955	0.099719008	3.900281	1	-0.67473919	-0.84559713	-0.84559719	0.041654569	0.094594666	0.094594673	0.038031843	0.418368	1.773258	1.773258	-9.9063973	R0:N6:S0:1	b236446	v1.0.0	 1.19e-04	 1.17e-03	 4.67e-04	2022-04-21@10:55
1D_2_4b	4	1.1442755	-1.1442743	2	1	0.60945531	0.60945511	0.10367337	0.099812758	3.9001872	1	-0.67470864	-0.84591407	-0.84591413	0.041659129	0.094679884	0.094679901	0.038051728	0.41832272	1.7731613	1.7731612	-9.8997944	R0:N6:S0:1	b236446	v1.0.0	 1.20e-04	 3.27e-04	 1.30e-04	2022-04-21@10:55
